862
1.4724658e+00	3.1683935e+00	-5.0692243e-02
1.4724658e+00	1.1010378e+01	-4.4552668e-02
1.4724658e+00	1.8852363e+01	-3.8606583e-02
1.4724658e+00	2.6694348e+01	-3.2778448e-02
1.4724658e+00	3.4536333e+01	-2.7096577e-02
1.4724658e+00	4.2378318e+01	-2.1599088e-02
1.4724658e+00	5.0220303e+01	-1.6325955e-02
1.4724658e+00	5.8062287e+01	-1.1317960e-02
1.4724658e+00	6.5904272e+01	-6.6173843e-03
1.4724658e+00	7.3746257e+01	-2.2700339e-03
1.4724658e+00	8.1588242e+01	1.6705942e-03
1.4724658e+00	8.9430227e+01	5.1345932e-03
1.4724658e+00	9.7272212e+01	8.0158262e-03
1.4724658e+00	1.0511420e+02	1.0120556e-02
1.4724658e+00	1.1295618e+02	1.1005500e-02
1.4724658e+00	1.2079817e+02	9.4745208e-03
1.4724658e+00	1.2864015e+02	8.7990483e-03
1.4724658e+00	1.3648214e+02	7.8858941e-03
1.4724658e+00	1.4432412e+02	6.4294556e-03
1.4724658e+00	1.5216611e+02	4.3760554e-03
1.4724658e+00	1.6000809e+02	1.6681476e-03
1.4724658e+00	1.6785008e+02	-1.7518675e-03
1.4724658e+00	1.7569206e+02	-5.7609073e-03
1.4724658e+00	1.8353404e+02	-1.1853104e-02
1.4724658e+00	1.9137603e+02	-1.9823598e-02
1.4724658e+00	1.9921801e+02	-2.8980954e-02
7.7437412e+00	3.1683935e+00	-4.3517641e-02
7.7437412e+00	1.1010378e+01	-3.6179367e-02
7.7437412e+00	1.8852363e+01	-2.7757070e-02
7.7437412e+00	2.6694348e+01	-2.0320037e-02
7.7437412e+00	3.4536333e+01	-1.3710815e-02
7.7437412e+00	4.2378318e+01	-7.6183548e-03
7.7437412e+00	5.0220303e+01	-1.9235798e-03
7.7437412e+00	5.8062287e+01	3.4094863e-03
7.7437412e+00	6.5904272e+01	8.3681868e-03
7.7437412e+00	7.3746257e+01	1.2898760e-02
7.7437412e+00	8.1588242e+01	1.6898368e-02
7.7437412e+00	8.9430227e+01	2.0190626e-02
7.7437412e+00	9.7272212e+01	2.2473262e-02
7.7437412e+00	1.0511420e+02	2.3206370e-02
7.7437412e+00	1.1295618e+02	2.1268696e-02
7.7437412e+00	1.2079817e+02	1.6456675e-02
7.7437412e+00	1.2864015e+02	1.4853191e-02
7.7437412e+00	1.3648214e+02	1.3284085e-02
7.7437412e+00	1.4432412e+02	1.1148712e-02
7.7437412e+00	1.5216611e+02	8.4091280e-03
7.7437412e+00	1.6000809e+02	5.0172373e-03
7.7437412e+00	1.6785008e+02	1.2745371e-03
7.7437412e+00	1.7569206e+02	-2.3358823e-03
7.7437412e+00	1.8353404e+02	-8.3491008e-03
7.7437412e+00	1.9137603e+02	-1.6429990e-02
7.7437412e+00	1.9921801e+02	-2.5677403e-02
7.7437412e+00	2.0706000e+02	-3.5384523e-02
7.7437412e+00	2.1490198e+02	-4.4875618e-02
1.4015017e+01	3.1683935e+00	-3.6495602e-02
1.4015017e+01	1.1010378e+01	-3.0442036e-02
1.4015017e+01	1.8852363e+01	-2.1348189e-02
1.4015017e+01	2.6694348e+01	-1.1485802e-02
1.4015017e+01	3.4536333e+01	-2.2333739e-03
1.4015017e+01	4.2378318e+01	5.5662439e-03
1.4015017e+01	5.0220303e+01	1.2266994e-02
1.4015017e+01	5.8062287e+01	1.8178882e-02
1.4015017e+01	6.5904272e+01	2.3432234e-02
1.4015017e+01	7.3746257e+01	2.8025699e-02
1.4015017e+01	8.1588242e+01	3.1830906e-02
1.4015017e+01	8.9430227e+01	3.4563465e-02
1.4015017e+01	9.7272212e+01	3.5712584e-02
1.4015017e+01	1.0511420e+02	3.4399106e-02
1.4015017e+01	1.1295618e+02	2.8820868e-02
1.4015017e+01	1.2079817e+02	2.2160658e-02
1.4015017e+01	1.2864015e+02	1.9587536e-02
1.4015017e+01	1.3648214e+02	1.7401302e-02
1.4015017e+01	1.4432412e+02	1.4627709e-02
1.4015017e+01	1.5216611e+02	1.1251997e-02
1.4015017e+01	1.6000809e+02	7.4604059e-03
1.4015017e+01	1.6785008e+02	4.3230397e-03
1.4015017e+01	1.7569206e+02	9.8949821e-04
1.4015017e+01	1.8353404e+02	-4.7479839e-03
1.4015017e+01	1.9137603e+02	-1.2771973e-02
1.4015017e+01	1.9921801e+02	-2.1949754e-02
1.4015017e+01	2.0706000e+02	-3.1462045e-02
1.4015017e+01	2.1490198e+02	-4.0932177e-02
1.4015017e+01	2.2274397e+02	-5.0458115e-02
2.0286292e+01	3.1683935e+00	-2.9817774e-02
2.0286292e+01	1.1010378e+01	-2.5102017e-02
2.0286292e+01	1.8852363e+01	-1.6890646e-02
2.0286292e+01	2.6694348e+01	-6.6921549e-03
2.0286292e+01	3.4536333e+01	3.9869838e-03
2.0286292e+01	4.2378318e+01	1.4159630e-02
2.0286292e+01	5.0220303e+01	2.2952057e-02
2.0286292e+01	5.8062287e+01	3.0083659e-02
2.0286292e+01	6.5904272e+01	3.5965803e-02
2.0286292e+01	7.3746257e+01	4.0781289e-02
2.0286292e+01	8.1588242e+01	4.4453933e-02
2.0286292e+01	8.9430227e+01	4.6624184e-02
2.0286292e+01	9.7272212e+01	4.6565154e-02
2.0286292e+01	1.0511420e+02	4.2387956e-02
2.0286292e+01	1.1295618e+02	3.4432482e-02
2.0286292e+01	1.2079817e+02	2.6639380e-02
2.0286292e+01	1.2864015e+02	2.3078647e-02
2.0286292e+01	1.3648214e+02	2.0309317e-02
2.0286292e+01	1.4432412e+02	1.6945932e-02
2.0286292e+01	1.5216611e+02	1.3110113e-02
2.0286292e+01	1.6000809e+02	1.0026364e-02
2.0286292e+01	1.6785008e+02	7.2928588e-03
2.0286292e+01	1.7569206e+02	4.1506987e-03
2.0286292e+01	1.8353404e+02	-1.2114507e-03
2.0286292e+01	1.9137603e+02	-9.0059418e-03
2.0286292e+01	1.9921801e+02	-1.7838755e-02
2.0286292e+01	2.0706000e+02	-2.6987968e-02
2.0286292e+01	2.1490198e+02	-3.7241556e-02
2.0286292e+01	2.2274397e+02	-4.7537026e-02
2.6557567e+01	3.1683935e+00	-2.3609931e-02
2.6557567e+01	1.1010378e+01	-1.9760743e-02
2.6557567e+01	1.8852363e+01	-1.3054810e-02
2.6557567e+01	2.6694348e+01	-3.4959925e-03
2.6557567e+01	3.4536333e+01	7.2759658e-03
2.6557567e+01	4.2378318e+01	1.8240047e-02
2.6557567e+01	5.0220303e+01	2.8634365e-02
2.6557567e+01	5.8062287e+01	3.7747711e-02
2.6557567e+01	6.5904272e+01	4.4884267e-02
2.6557567e+01	7.3746257e+01	5.0273533e-02
2.6557567e+01	8.1588242e+01	5.4081930e-02
2.6557567e+01	8.9430227e+01	5.5926518e-02
2.6557567e+01	9.7272212e+01	5.4279772e-02
2.6557567e+01	1.0511420e+02	4.7494749e-02
2.6557567e+01	1.1295618e+02	3.8431879e-02
2.6557567e+01	1.2079817e+02	2.9934632e-02
2.6557567e+01	1.2864015e+02	2.5406250e-02
2.6557567e+01	1.3648214e+02	2.2089434e-02
2.6557567e+01	1.4432412e+02	1.8235502e-02
2.6557567e+01	1.5216611e+02	1.5098120e-02
2.6557567e+01	1.6000809e+02	1.2607322e-02
2.6557567e+01	1.6785008e+02	1.0118249e-02
2.6557567e+01	1.7569206e+02	7.1244140e-03
2.6557567e+01	1.8353404e+02	2.1743284e-03
2.6557567e+01	1.9137603e+02	-5.1671973e-03
2.6557567e+01	1.9921801e+02	-1.3341556e-02
2.6557567e+01	2.0706000e+02	-2.2923857e-02
2.6557567e+01	2.1490198e+02	-3.3627958e-02
2.6557567e+01	2.2274397e+02	-4.4368165e-02
3.2828843e+01	3.1683935e+00	-1.7972338e-02
3.2828843e+01	1.1010378e+01	-1.4634681e-02
3.2828843e+01	1.8852363e+01	-9.4289787e-03
3.2828843e+01	2.6694348e+01	-9.8764043e-04
3.2828843e+01	3.4536333e+01	9.2138079e-03
3.2828843e+01	4.2378318e+01	2.0083152e-02
3.2828843e+01	5.0220303e+01	3.0853771e-02
3.2828843e+01	5.8062287e+01	4.0887839e-02
3.2828843e+01	6.5904272e+01	4.9584451e-02
3.2828843e+01	7.3746257e+01	5.6306326e-02
